FECHA,AÑO,PERIODO,EMPRESA,DEPARTAMENTO,ESTRATO,TARIFA
Ene-26,2026,1,ENERGUAVIARE,Guaviare,1,394.49765
Feb-26,2026,2,ENERGUAVIARE,Guaviare,1,399.16105
* Pesos corrientes,,,ENERGUAVIARE,Guaviare,1,0.011821109707497541
Mar-25,2025,3,ENERGUAVIARE,Guaviare,2,460.94164
Abr-25,2025,4,ENERGUAVIARE,Guaviare,2,479.89561
May-25,2025,5,ENERGUAVIARE,Guaviare,2,484.66965
Jun-25,2025,6,ENERGUAVIARE,Guaviare,2,486.22412
Jul-25,2025,7,ENERGUAVIARE,Guaviare,2,486.74228
Ago-25,2025,8,ENERGUAVIARE,Guaviare,2,488.07005
Sep-25,2025,9,ENERGUAVIARE,Guaviare,2,488.97682
Oct-25,2025,10,ENERGUAVIARE,Guaviare,2,490.56367
,2025,11,ENERGUAVIARE,Guaviare,2,491.47044
,2025,12,ENERGUAVIARE,Guaviare,2,491.82667
Ene-26,2026,1,ENERGUAVIARE,Guaviare,2,493.12206
Feb-26,2026,2,ENERGUAVIARE,Guaviare,2,498.95131
* Pesos corrientes,,,ENERGUAVIARE,Guaviare,2,0.011821109767427566
Mar-25,2025,3,ENERGUAVIARE,Guaviare,3,780.33499
Abr-25,2025,4,ENERGUAVIARE,Guaviare,3,815.82254
May-25,2025,5,ENERGUAVIARE,Guaviare,3,823.93841
Jun-25,2025,6,ENERGUAVIARE,Guaviare,3,775.37692
Jul-25,2025,7,ENERGUAVIARE,Guaviare,3,731.24965
Ago-25,2025,8,ENERGUAVIARE,Guaviare,3,722.83631
Sep-25,2025,9,ENERGUAVIARE,Guaviare,3,715.99115
Oct-25,2025,10,ENERGUAVIARE,Guaviare,3,729.01974
,2025,11,ENERGUAVIARE,Guaviare,3,715.02967
,2025,12,ENERGUAVIARE,Guaviare,3,698.87815
Ene-26,2026,1,ENERGUAVIARE,Guaviare,3,702.94527
Feb-26,2026,2,ENERGUAVIARE,Guaviare,3,713.22318
* Pesos corrientes,,,ENERGUAVIARE,Guaviare,3,0.014621209415065707
Mar-25,2025,3,ENERGUAVIARE,Guaviare,4,918.04117
Abr-25,2025,4,ENERGUAVIARE,Guaviare,4,959.79122
May-25,2025,5,ENERGUAVIARE,Guaviare,4,969.3393
Jun-25,2025,6,ENERGUAVIARE,Guaviare,4,912.20814
Jul-25,2025,7,ENERGUAVIARE,Guaviare,4,860.29371
Ago-25,2025,8,ENERGUAVIARE,Guaviare,4,850.39566
Sep-25,2025,9,ENERGUAVIARE,Guaviare,4,842.34253
Oct-25,2025,10,ENERGUAVIARE,Guaviare,4,857.67028
,2025,11,ENERGUAVIARE,Guaviare,4,841.21138
,2025,12,ENERGUAVIARE,Guaviare,4,822.20959
Ene-26,2026,1,ENERGUAVIARE,Guaviare,4,826.99444
Feb-26,2026,2,ENERGUAVIARE,Guaviare,4,839.08609
* Pesos corrientes,,,ENERGUAVIARE,Guaviare,4,0.014621198662472214
Mar-25,2025,3,ENERGUAVIARE,Guaviare,"5 y 6, Ind y Com",1101.6494
Abr-25,2025,4,ENERGUAVIARE,Guaviare,"5 y 6, Ind y Com",1151.74946
May-25,2025,5,ENERGUAVIARE,Guaviare,"5 y 6, Ind y Com",1163.20716
Jun-25,2025,6,ENERGUAVIARE,Guaviare,"5 y 6, Ind y Com",1094.64977
Jul-25,2025,7,ENERGUAVIARE,Guaviare,"5 y 6, Ind y Com",1032.35245
Ago-25,2025,8,ENERGUAVIARE,Guaviare,"5 y 6, Ind y Com",1020.47479
Sep-25,2025,9,ENERGUAVIARE,Guaviare,"5 y 6, Ind y Com",1010.81104
Oct-25,2025,10,ENERGUAVIARE,Guaviare,"5 y 6, Ind y Com",1029.20434
,2025,11,ENERGUAVIARE,Guaviare,"5 y 6, Ind y Com",1009.45366
,2025,12,ENERGUAVIARE,Guaviare,"5 y 6, Ind y Com",986.65151
Ene-26,2026,1,ENERGUAVIARE,Guaviare,"5 y 6, Ind y Com",992.39333
Feb-26,2026,2,ENERGUAVIARE,Guaviare,"5 y 6, Ind y Com",1006.90331
* Pesos corrientes,,,ENERGUAVIARE,Guaviare,"5 y 6, Ind y Com",0.014621198633005768
Mar-25,2025,3,EPM,Antioquia,1,392.29725
Abr-25**,2025,4,EPM,Antioquia,1,394.36616
May-25,2025,5,EPM,Antioquia,1,396.96556
Jun-25,2025,6,EPM,Antioquia,1,398.23873
Jul-25,2025,7,EPM,Antioquia,1,398.66313
Ago-25,2025,8,EPM,Antioquia,1,399.75063
Sep-25,2025,9,EPM,Antioquia,1,400.49332
Oct-25,2025,10,EPM,Antioquia,1,401.79302
Nov-25,2025,11,EPM,Antioquia,1,402.5357
Dic-25,2025,12,EPM,Antioquia,1,402.82747
Ene-26,2026,1,EPM,Antioquia,1,403.88845
Feb-26,2026,2,EPM,Antioquia,1,400.62085
* Pesos corrientes,,,EPM,Antioquia,1,-0.008090352670396886
Mar-25,2025,3,EPM,Antioquia,2,490.37156
Abr-25**,2025,4,EPM,Antioquia,2,492.9577
May-25,2025,5,EPM,Antioquia,2,496.20695
Jun-25,2025,6,EPM,Antioquia,2,497.79842
Jul-25,2025,7,EPM,Antioquia,2,498.32891
Ago-25,2025,8,EPM,Antioquia,2,499.68829
Sep-25,2025,9,EPM,Antioquia,2,500.61665
Oct-25,2025,10,EPM,Antioquia,2,502.24127
Nov-25,2025,11,EPM,Antioquia,2,503.16963
Dic-25,2025,12,EPM,Antioquia,2,503.53434
Ene-26,2026,1,EPM,Antioquia,2,504.86056
Feb-26,2026,2,EPM,Antioquia,2,480.74502
* Pesos corrientes,,,EPM,Antioquia,2,-0.047766733848253085
Mar-25,2025,3,EPM,Antioquia,3,784.71645
Abr-25**,2025,4,EPM,Antioquia,3,756.75992
May-25,2025,5,EPM,Antioquia,3,711.02916
Jun-25,2025,6,EPM,Antioquia,3,719.46619
Jul-25,2025,7,EPM,Antioquia,3,755.53355
Ago-25,2025,8,EPM,Antioquia,3,766.16487
Sep-25,2025,9,EPM,Antioquia,3,756.57384
Oct-25,2025,10,EPM,Antioquia,3,752.79997
Nov-25,2025,11,EPM,Antioquia,3,732.6005
Dic-25,2025,12,EPM,Antioquia,3,730.31024
Ene-26,2026,1,EPM,Antioquia,3,730.31024
Feb-26,2026,2,EPM,Antioquia,3,681.05544
* Pesos corrientes,,,EPM,Antioquia,3,-0.0674436661329027
Mar-25,2025,3,EPM,Antioquia,4,923.19583
Abr-25**,2025,4,EPM,Antioquia,4,890.30578
May-25,2025,5,EPM,Antioquia,4,836.50489
Jun-25,2025,6,EPM,Antioquia,4,846.43081
Jul-25,2025,7,EPM,Antioquia,4,888.86301
Ago-25,2025,8,EPM,Antioquia,4,901.37043
Sep-25,2025,9,EPM,Antioquia,4,890.08687
Oct-25,2025,10,EPM,Antioquia,4,885.64703
Nov-25,2025,11,EPM,Antioquia,4,861.88295
Dic-25,2025,12,EPM,Antioquia,4,859.18852
Ene-26,2026,1,EPM,Antioquia,4,859.18852
Feb-26,2026,2,EPM,Antioquia,4,801.24169
* Pesos corrientes,,,EPM,Antioquia,4,-0.06744367347925004
Mar-25,2025,3,EPM,Antioquia,"5 y 6, Ind y Com",1107.83499
Abr-25**,2025,4,EPM,Antioquia,"5 y 6, Ind y Com",1068.36694
May-25,2025,5,EPM,Antioquia,"5 y 6, Ind y Com",1003.80587
Jun-25,2025,6,EPM,Antioquia,"5 y 6, Ind y Com",1015.71697
Jul-25,2025,7,EPM,Antioquia,"5 y 6, Ind y Com",1066.63561
Ago-25,2025,8,EPM,Antioquia,"5 y 6, Ind y Com",1081.64452
Sep-25,2025,9,EPM,Antioquia,"5 y 6, Ind y Com",1068.10424
Oct-25,2025,10,EPM,Antioquia,"5 y 6, Ind y Com",1062.77643
Nov-25,2025,11,EPM,Antioquia,"5 y 6, Ind y Com",1034.25953
Dic-25,2025,12,EPM,Antioquia,"5 y 6, Ind y Com",1031.02622
Ene-26,2026,1,EPM,Antioquia,"5 y 6, Ind y Com",1031.02622
Feb-26,2026,2,EPM,Antioquia,"5 y 6, Ind y Com",961.49003
* Pesos corrientes,,,EPM,Antioquia,"5 y 6, Ind y Com",-0.06744366792146171
Mar-25,2025,3,ESSA,Santander,1,410.14
Abr-25,2025,4,ESSA,Santander,1,412.3
May-25,2025,5,ESSA,Santander,1,415.02
Jun-25,2025,6,ESSA,Santander,1,416.35
Jul-25,2025,7,ESSA,Santander,1,416.8
Ago-25,2025,8,ESSA,Santander,1,417.93
Sep-25,2025,9,ESSA,Santander,1,418.71
Oct-25,2025,10,ESSA,Santander,1,420.07
Nov-25,2025,11,ESSA,Santander,1,420.84
Dic-25,2025,12,ESSA,Santander,1,421.15
Ene-26,2026,1,ESSA,Santander,1,422.26
Feb-26,2026,2,ESSA,Santander,1,427.25
* Pesos corrientes,,,ESSA,Santander,1,0.01181736370956285
Mar-25,2025,3,ESSA,Santander,2,512.68
Abr-25,2025,4,ESSA,Santander,2,515.38
May-25,2025,5,ESSA,Santander,2,518.78
Jun-25,2025,6,ESSA,Santander,2,520.44
Jul-25,2025,7,ESSA,Santander,2,521.0
Ago-25,2025,8,ESSA,Santander,2,522.42
Sep-25,2025,9,ESSA,Santander,2,523.39
Oct-25,2025,10,ESSA,Santander,2,525.09
Nov-25,2025,11,ESSA,Santander,2,526.06
Dic-25,2025,12,ESSA,Santander,2,526.44
Ene-26,2026,1,ESSA,Santander,2,527.82
Feb-26,2026,2,ESSA,Santander,2,534.06
* Pesos corrientes,,,ESSA,Santander,2,0.011822212117767222
Mar-25,2025,3,ESSA,Santander,3,858.48
Abr-25,2025,4,ESSA,Santander,3,787.79
May-25,2025,5,ESSA,Santander,3,755.05
Jun-25,2025,6,ESSA,Santander,3,743.02
Jul-25,2025,7,ESSA,Santander,3,732.25
Ago-25,2025,8,ESSA,Santander,3,761.28
Sep-25,2025,9,ESSA,Santander,3,767.15
Oct-25,2025,10,ESSA,Santander,3,769.49
Nov-25,2025,11,ESSA,Santander,3,743.03
Dic-25,2025,12,ESSA,Santander,3,707.26
Ene-26,2026,1,ESSA,Santander,3,719.5
Feb-26,2026,2,ESSA,Santander,3,693.42
* Pesos corrientes,,,ESSA,Santander,3,-0.036247394023627574
Mar-25,2025,3,ESSA,Santander,4,1009.97
Abr-25,2025,4,ESSA,Santander,4,926.82
May-25,2025,5,ESSA,Santander,4,888.29
Jun-25,2025,6,ESSA,Santander,4,874.14
Jul-25,2025,7,ESSA,Santander,4,861.47
Ago-25,2025,8,ESSA,Santander,4,895.62
Sep-25,2025,9,ESSA,Santander,4,902.53
Oct-25,2025,10,ESSA,Santander,4,905.28
Nov-25,2025,11,ESSA,Santander,4,874.15
Dic-25,2025,12,ESSA,Santander,4,832.07
Ene-26,2026,1,ESSA,Santander,4,846.47
Feb-26,2026,2,ESSA,Santander,4,815.79
* Pesos corrientes,,,ESSA,Santander,4,-0.03624463950287673
Mar-25,2025,3,ESSA,Santander,"5 y 6, Ind y Com",1211.96
Abr-25,2025,4,ESSA,Santander,"5 y 6, Ind y Com",1112.18
May-25,2025,5,ESSA,Santander,"5 y 6, Ind y Com",1065.95
Jun-25,2025,6,ESSA,Santander,"5 y 6, Ind y Com",1048.97
Jul-25,2025,7,ESSA,Santander,"5 y 6, Ind y Com",1033.76
Ago-25,2025,8,ESSA,Santander,"5 y 6, Ind y Com",1074.75
Sep-25,2025,9,ESSA,Santander,"5 y 6, Ind y Com",1083.04
Oct-25,2025,10,ESSA,Santander,"5 y 6, Ind y Com",1086.34
Nov-25,2025,11,ESSA,Santander,"5 y 6, Ind y Com",1048.98
Dic-25,2025,12,ESSA,Santander,"5 y 6, Ind y Com",998.48
Ene-26,2026,1,ESSA,Santander,"5 y 6, Ind y Com",1015.76
Feb-26,2026,2,ESSA,Santander,"5 y 6, Ind y Com",978.95
* Pesos corrientes,,,ESSA,Santander,"5 y 6, Ind y Com",-0.03623887532487984
Mar-25**,2025,3,RUITOQUE,Santander,2,0.0
Abr-25**,2025,4,RUITOQUE,Santander,2,0.0
May-25,2025,5,RUITOQUE,Santander,2,0.0
Jun-25**,2025,6,RUITOQUE,Santander,2,0.0
Jul-25**,2025,7,RUITOQUE,Santander,2,0.0
Ago-25,2025,8,RUITOQUE,Santander,2,0.0
Sep-25**,2025,9,RUITOQUE,Santander,2,0.0
Oct-25,2025,10,RUITOQUE,Santander,2,0.0
Nov-25,2025,11,RUITOQUE,Santander,2,0.0
Dic-25**,2025,12,RUITOQUE,Santander,2,0.0
Ene-26,2026,1,RUITOQUE,Santander,2,0.0
Feb-26,2026,2,RUITOQUE,Santander,2,0.0
Mar-25**,2025,3,RUITOQUE,Santander,"5 y 6, Ind y Com",1155.61608
Abr-25**,2025,4,RUITOQUE,Santander,"5 y 6, Ind y Com",1152.175
May-25,2025,5,RUITOQUE,Santander,"5 y 6, Ind y Com",1144.7513
Jun-25**,2025,6,RUITOQUE,Santander,"5 y 6, Ind y Com",1122.9023
Jul-25**,2025,7,RUITOQUE,Santander,"5 y 6, Ind y Com",1114.5764
Ago-25,2025,8,RUITOQUE,Santander,"5 y 6, Ind y Com",1143.7836
Sep-25**,2025,9,RUITOQUE,Santander,"5 y 6, Ind y Com",1125.2737
Oct-25,2025,10,RUITOQUE,Santander,"5 y 6, Ind y Com",1113.61466
Nov-25,2025,11,RUITOQUE,Santander,"5 y 6, Ind y Com",1103.997
Dic-25**,2025,12,RUITOQUE,Santander,"5 y 6, Ind y Com",1104.1962
Ene-26,2026,1,RUITOQUE,Santander,"5 y 6, Ind y Com",1095.152
Feb-26,2026,2,RUITOQUE,Santander,"5 y 6, Ind y Com",1098.1465
* Pesos corrientes,,,RUITOQUE,Santander,"5 y 6, Ind y Com",0.002734323637266805
Ene-25,2025,1,CEDENAR,Nariño,1,416.31096
Feb-25,2025,2,CEDENAR,Nariño,1,420.2189
* Pesos corrientes,,,CEDENAR,Nariño,1,0.0007248202029459866
Ene-25,2025,1,CEDENAR,Nariño,2,520.3887
Feb-25,2025,2,CEDENAR,Nariño,2,525.27363
* Pesos corrientes,,,CEDENAR,Nariño,2,0.000724820202946117
Ene-25,2025,1,CEDENAR,Nariño,3,757.35799
Feb-25,2025,2,CEDENAR,Nariño,3,826.94363
* Pesos corrientes,,,CEDENAR,Nariño,3,-0.021970825019921134
Ene-25,2025,1,CEDENAR,Nariño,4,891.0094
Feb-25,2025,2,CEDENAR,Nariño,4,972.87486
* Pesos corrientes,,,CEDENAR,Nariño,4,-0.021970826876577466
Ene-25,2025,1,CEDENAR,Nariño,"5 y 6, Ind y Com",1069.21128
Feb-25,2025,2,CEDENAR,Nariño,"5 y 6, Ind y Com",1167.44983
* Pesos corrientes,,,CEDENAR,Nariño,"5 y 6, Ind y Com",-0.02197081992722631
Ene-25,2025,1,CELSIA COLOMBIA Valle,Valle del Cauca,1,394.38
Feb-25,2025,2,CELSIA COLOMBIA Valle,Valle del Cauca,1,398.08
* Pesos corrientes,,,CELSIA COLOMBIA Valle,Valle del Cauca,1,0.000728400573321747
Ene-25,2025,1,CELSIA COLOMBIA Valle,Valle del Cauca,2,492.99
Feb-25,2025,2,CELSIA COLOMBIA Valle,Valle del Cauca,2,497.62
* Pesos corrientes,,,CELSIA COLOMBIA Valle,Valle del Cauca,2,0.0007331240483485654
Ene-25,2025,1,CELSIA COLOMBIA Valle,Valle del Cauca,3,829.74
Feb-25,2025,2,CELSIA COLOMBIA Valle,Valle del Cauca,3,837.85
* Pesos corrientes,,,CELSIA COLOMBIA Valle,Valle del Cauca,3,-0.0009984142831973683
Ene-25,2025,1,CELSIA COLOMBIA Valle,Valle del Cauca,4,976.16
Feb-25,2025,2,CELSIA COLOMBIA Valle,Valle del Cauca,4,985.7
* Pesos corrientes,,,CELSIA COLOMBIA Valle,Valle del Cauca,4,-0.0009984150161617864
Ene-25,2025,1,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",1171.39
Feb-25,2025,2,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",1182.84
* Pesos corrientes,,,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",-0.000998419169648095
Ene-25,2025,1,CELSIA COLOMBIA Tolima,Tolima,1,419.05
Feb-25,2025,2,CELSIA COLOMBIA Tolima,Tolima,1,422.98
Abr-25,2025,4,CELSIA COLOMBIA Tolima,Tolima,1,438.47
* Pesos corrientes,,,CELSIA COLOMBIA Tolima,Tolima,1,0.0007149719596934405
Ene-25,2025,1,CELSIA COLOMBIA Tolima,Tolima,2,523.82
Feb-25,2025,2,CELSIA COLOMBIA Tolima,Tolima,2,528.74
Abr-25,2025,4,CELSIA COLOMBIA Tolima,Tolima,2,548.09
* Pesos corrientes,,,CELSIA COLOMBIA Tolima,Tolima,2,0.0007328757328756759
Ene-25,2025,1,CELSIA COLOMBIA Tolima,Tolima,3,888.77
Feb-25,2025,2,CELSIA COLOMBIA Tolima,Tolima,3,889.92
Abr-25,2025,4,CELSIA COLOMBIA Tolima,Tolima,3,827.71
* Pesos corrientes,,,CELSIA COLOMBIA Tolima,Tolima,3,0.005201661426186848
Ene-25,2025,1,CELSIA COLOMBIA Tolima,Tolima,4,1045.61
Feb-25,2025,2,CELSIA COLOMBIA Tolima,Tolima,4,1046.96
Abr-25,2025,4,CELSIA COLOMBIA Tolima,Tolima,4,973.78
* Pesos corrientes,,,CELSIA COLOMBIA Tolima,Tolima,4,0.005202318496277007
Ene-25,2025,1,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",1254.73
Feb-25,2025,2,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",1256.35
Abr-25,2025,4,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",1168.54
* Pesos corrientes,,,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",0.0052059942257459
Ene-25,2025,1,CENS,Norte de Santander,1,405.6797
Feb-25,2025,2,CENS,Norte de Santander,1,422.2317
* Pesos corrientes,,,CENS,Norte de Santander,1,0.0007249083868635349
Ene-25,2025,1,CENS,Norte de Santander,2,507.0997
Feb-25,2025,2,CENS,Norte de Santander,2,527.7896
* Pesos corrientes,,,CENS,Norte de Santander,2,0.0007249084211646728
Ene-25,2025,1,CENS,Norte de Santander,3,834.6718
Feb-25,2025,2,CENS,Norte de Santander,3,897.2423
* Pesos corrientes,,,CENS,Norte de Santander,3,0.010897228029325736
Ene-25,2025,1,CENS,Norte de Santander,4,981.9668
Feb-25,2025,2,CENS,Norte de Santander,4,1055.5792
* Pesos corrientes,,,CENS,Norte de Santander,4,0.0108972694890166
Ene-25,2025,1,CENS,Norte de Santander,"5 y 6, Ind y Com",1178.3602
Feb-25,2025,2,CENS,Norte de Santander,"5 y 6, Ind y Com",1266.695
* Pesos corrientes,,,CENS,Norte de Santander,"5 y 6, Ind y Com",0.010897308645394501
Ene-25,2025,1,CEO,Cauca,1,433.3227
Feb-25,2025,2,CEO,Cauca,1,437.3903
* Pesos corrientes,,,CEO,Cauca,1,0.0007265914401448475
Ene-25,2025,1,CEO,Cauca,2,541.6534
Feb-25,2025,2,CEO,Cauca,2,546.7379
* Pesos corrientes,,,CEO,Cauca,2,0.0007310858846139448
Ene-25,2025,1,CEO,Cauca,3,859.9453
Feb-25,2025,2,CEO,Cauca,3,849.6796
* Pesos corrientes,,,CEO,Cauca,3,-0.011104203159462903
Ene-25,2025,1,CEO,Cauca,4,1011.7003
Feb-25,2025,2,CEO,Cauca,4,999.6231
* Pesos corrientes,,,CEO,Cauca,4,-0.011099214468202303
Ene-25,2025,1,CEO,Cauca,"5 y 6, Ind y Com",1214.0404
Feb-25,2025,2,CEO,Cauca,"5 y 6, Ind y Com",1199.5477
* Pesos corrientes,,,CEO,Cauca,"5 y 6, Ind y Com",-0.011106281780821336
Ene-25,2025,1,CHEC,Caldas,1,414.9074
Feb-25,2025,2,CHEC,Caldas,1,418.8021
* Pesos corrientes,,,CHEC,Caldas,1,0.0007250179988997707
Ene-25,2025,1,CHEC,Caldas,2,518.6341
Feb-25,2025,2,CHEC,Caldas,2,523.5025
* Pesos corrientes,,,CHEC,Caldas,2,0.0007250641172782109
Ene-25,2025,1,CHEC,Caldas,3,830.6669
Feb-25,2025,2,CHEC,Caldas,3,799.6078
* Pesos corrientes,,,CHEC,Caldas,3,0.01046185469283645
Ene-25,2025,1,CHEC,Caldas,4,977.2552
Feb-25,2025,2,CHEC,Caldas,4,940.7151
* Pesos corrientes,,,CHEC,Caldas,4,0.010461938088957408
Ene-25,2025,1,CHEC,Caldas,"5 y 6, Ind y Com",1172.7062
Feb-25,2025,2,CHEC,Caldas,"5 y 6, Ind y Com",1128.8581
* Pesos corrientes,,,CHEC,Caldas,"5 y 6, Ind y Com",0.010461956337705799
Ene-25,2025,1,ENEL COLOMBIA,Bogotá/Cundinamarca,1,370.0315
Feb-25,2025,2,ENEL COLOMBIA,Bogotá/Cundinamarca,1,373.505
* Pesos corrientes,,,ENEL COLOMBIA,Bogotá/Cundinamarca,1,0.0007247100321386093
Ene-25,2025,1,ENEL COLOMBIA,Bogotá/Cundinamarca,2,462.5392
Feb-25,2025,2,ENEL COLOMBIA,Bogotá/Cundinamarca,2,466.8811
* Pesos corrientes,,,ENEL COLOMBIA,Bogotá/Cundinamarca,2,0.0007248648669846256
Ene-25,2025,1,ENEL COLOMBIA,Bogotá/Cundinamarca,3,725.834
Feb-25,2025,2,ENEL COLOMBIA,Bogotá/Cundinamarca,3,717.1498
* Pesos corrientes,,,ENEL COLOMBIA,Bogotá/Cundinamarca,3,-0.01874533230462069
Ene-25,2025,1,ENEL COLOMBIA,Bogotá/Cundinamarca,4,853.9223
Feb-25,2025,2,ENEL COLOMBIA,Bogotá/Cundinamarca,4,843.7057
* Pesos corrientes,,,ENEL COLOMBIA,Bogotá/Cundinamarca,4,-0.018745355187978444
Ene-25,2025,1,ENEL COLOMBIA,Bogotá/Cundinamarca,"5 y 6, Ind y Com",1024.7068
Feb-25,2025,2,ENEL COLOMBIA,Bogotá/Cundinamarca,"5 y 6, Ind y Com",1012.4468
* Pesos corrientes,,,ENEL COLOMBIA,Bogotá/Cundinamarca,"5 y 6, Ind y Com",-0.01874527264459221
Ene-25,2025,1,DISPAC,Chocó,1,405.21
Feb-25,2025,2,DISPAC,Chocó,1,409.01
* Pesos corrientes,,,DISPAC,Chocó,1,0.0007303569325008888
Ene-25,2025,1,DISPAC,Chocó,2,506.51
Feb-25,2025,2,DISPAC,Chocó,2,511.29
* Pesos corrientes,,,DISPAC,Chocó,2,0.0007350723763572453
Ene-25,2025,1,DISPAC,Chocó,3,786.46
Feb-25,2025,2,DISPAC,Chocó,3,779.71
* Pesos corrientes,,,DISPAC,Chocó,3,0.009403924472417656
Ene-25,2025,1,DISPAC,Chocó,4,925.25
Feb-25,2025,2,DISPAC,Chocó,4,917.3
* Pesos corrientes,,,DISPAC,Chocó,4,0.009403086528536577
Ene-25,2025,1,DISPAC,Chocó,"5 y 6, Ind y Com",1110.3
Feb-25,2025,2,DISPAC,Chocó,"5 y 6, Ind y Com",1100.76
* Pesos corrientes,,,DISPAC,Chocó,"5 y 6, Ind y Com",0.009755585859645513
Ene-25,2025,1,EBSA,Boyacá,1,394.44804
Feb-25,2025,2,EBSA,Boyacá,1,398.23263
Dic-25,2025,12,EBSA,Boyacá,1,413.96389
* Pesos corrientes,,,EBSA,Boyacá,1,0.0008248096036695134
Ene-25,2025,1,EBSA,Boyacá,2,493.06005
Feb-25,2025,2,EBSA,Boyacá,2,497.74215
Dic-25,2025,12,EBSA,Boyacá,2,517.23364
* Pesos corrientes,,,EBSA,Boyacá,2,0.0008151701483139848
Ene-25,2025,1,EBSA,Boyacá,3,799.0652
Feb-25,2025,2,EBSA,Boyacá,3,826.81421
Dic-25,2025,12,EBSA,Boyacá,3,752.17894
* Pesos corrientes,,,EBSA,Boyacá,3,0.023930645201909306
Ene-25,2025,1,EBSA,Boyacá,4,940.0767
Feb-25,2025,2,EBSA,Boyacá,4,972.7226
Dic-25,2025,12,EBSA,Boyacá,4,884.9164
* Pesos corrientes,,,EBSA,Boyacá,4,0.02393065217122152
Ene-25,2025,1,EBSA,Boyacá,"5 y 6, Ind y Com",1128.092
Feb-25,2025,2,EBSA,Boyacá,"5 y 6, Ind y Com",1167.2671
Dic-25,2025,12,EBSA,Boyacá,"5 y 6, Ind y Com",1061.8997
* Pesos corrientes,,,EBSA,Boyacá,"5 y 6, Ind y Com",0.023930710948878043
Ene-25,2025,1,EDEQ,Quindío,1,416.4826
Feb-25,2025,2,EDEQ,Quindío,1,420.3921
* Pesos corrientes,,,EDEQ,Quindío,1,0.0007247966409046103
Ene-25,2025,1,EDEQ,Quindío,2,520.6032
Feb-25,2025,2,EDEQ,Quindío,2,525.4902
* Pesos corrientes,,,EDEQ,Quindío,2,0.0007248882960522657
Ene-25,2025,1,EDEQ,Quindío,3,868.2166
Feb-25,2025,2,EDEQ,Quindío,3,859.2041
* Pesos corrientes,,,EDEQ,Quindío,3,0.010028676164941349
Ene-25,2025,1,EDEQ,Quindío,4,1021.4313
Feb-25,2025,2,EDEQ,Quindío,4,1010.8284
* Pesos corrientes,,,EDEQ,Quindío,4,0.010028650495864037
Ene-25,2025,1,EDEQ,Quindío,"5 y 6, Ind y Com",1225.7175
Feb-25,2025,2,EDEQ,Quindío,"5 y 6, Ind y Com",1212.9941
* Pesos corrientes,,,EDEQ,Quindío,"5 y 6, Ind y Com",0.010028505037771447
Ene-25,2025,1,EE Putumayo,Putumayo,1,364.52655
Feb-25,2025,2,EE Putumayo,Putumayo,1,387.97772
* Pesos corrientes,,,EE Putumayo,Putumayo,1,-0.03393713058678285
Ene-25,2025,1,EE Putumayo,Putumayo,2,455.65818
Feb-25,2025,2,EE Putumayo,Putumayo,2,484.97216
* Pesos corrientes,,,EE Putumayo,Putumayo,2,-0.03393713592083446
Ene-25,2025,1,EE Putumayo,Putumayo,3,774.61891
Feb-25,2025,2,EE Putumayo,Putumayo,3,824.45266
* Pesos corrientes,,,EE Putumayo,Putumayo,3,-0.03393714470633123
Ene-25,2025,1,EE Putumayo,Putumayo,4,911.31636
Feb-25,2025,2,EE Putumayo,Putumayo,4,969.94431
* Pesos corrientes,,,EE Putumayo,Putumayo,4,-0.03393713592083446
Ene-25,2025,1,EE Putumayo,Putumayo,"5 y 6, Ind y Com",1093.57
Feb-25,2025,2,EE Putumayo,Putumayo,"5 y 6, Ind y Com",1163.933172
* Pesos corrientes,,,EE Putumayo,Putumayo,"5 y 6, Ind y Com",-0.03393323766407374
Ene-25,2025,1,EEBP,Boyacá,1,402.74
Feb-25,2025,2,EEBP,Boyacá,1,415.24
* Pesos corrientes,,,EEBP,Boyacá,1,0.0007272566995768338
Ene-25,2025,1,EEBP,Boyacá,2,503.45
Feb-25,2025,2,EEBP,Boyacá,2,519.05
* Pesos corrientes,,,EEBP,Boyacá,2,0.0007228745724462814
Ene-25,2025,1,EEBP,Boyacá,3,851.445
Feb-25,2025,2,EEBP,Boyacá,3,882.385
* Pesos corrientes,,,EEBP,Boyacá,3,-0.026105044201767978
Ene-25,2025,1,EEBP,Boyacá,4,1001.69999
Feb-25,2025,2,EEBP,Boyacá,4,1038.1
* Pesos corrientes,,,EEBP,Boyacá,4,-0.026105044201768093
Ene-25,2025,1,EEBP,Boyacá,"5 y 6, Ind y Com",1202.039988
Feb-25,2025,2,EEBP,Boyacá,"5 y 6, Ind y Com",1245.7199999999998
* Pesos corrientes,,,EEBP,Boyacá,"5 y 6, Ind y Com",-0.026105044201767978
Ene-25,2025,1,EEP PEREIRA,Risaralda,1,413.396
Feb-25,2025,2,EEP PEREIRA,Risaralda,1,417.2766
