FECHA,AÑO,PERIODO,EMPRESA,DEPARTAMENTO,ESTRATO,TARIFA
Nov-23,2023,11,EPM,Antioquia,3,752.19
Dic-23,2023,12,EPM,Antioquia,3,755.2
* Pesos corrientes,,,EPM,Antioquia,3,0.004001648519655926
Ene-23,2023,1,EPM,Antioquia,4,765.85
Feb-23,2023,2,EPM,Antioquia,4,779.48
Mar-23,2023,3,EPM,Antioquia,4,792.42
Abr-23,2023,4,EPM,Antioquia,4,800.74
May-23,2023,5,EPM,Antioquia,4,806.99
Jun-23,2023,6,EPM,Antioquia,4,802.15
Jul-23,2023,7,EPM,Antioquia,4,797.33
Ago-23,2023,8,EPM,Antioquia,4,792.55
Sep-23,2023,9,EPM,Antioquia,4,798.1
Oct-23,2023,10,EPM,Antioquia,4,842.79
Nov-23,2023,11,EPM,Antioquia,4,884.93
Dic-23,2023,12,EPM,Antioquia,4,888.47
* Pesos corrientes,,,EPM,Antioquia,4,0.004000316409207595
Ene-23,2023,1,EPM,Antioquia,"5 y 6, Ind y Com",919.02
Feb-23,2023,2,EPM,Antioquia,"5 y 6, Ind y Com",935.38
Mar-23,2023,3,EPM,Antioquia,"5 y 6, Ind y Com",950.91
Abr-23,2023,4,EPM,Antioquia,"5 y 6, Ind y Com",960.89
May-23,2023,5,EPM,Antioquia,"5 y 6, Ind y Com",968.3879999999999
Jun-23,2023,6,EPM,Antioquia,"5 y 6, Ind y Com",962.58
Jul-23,2023,7,EPM,Antioquia,"5 y 6, Ind y Com",956.8
Ago-23,2023,8,EPM,Antioquia,"5 y 6, Ind y Com",951.06
Sep-23,2023,9,EPM,Antioquia,"5 y 6, Ind y Com",957.72
Oct-23,2023,10,EPM,Antioquia,"5 y 6, Ind y Com",1011.35
Nov-23,2023,11,EPM,Antioquia,"5 y 6, Ind y Com",1061.92
Dic-23,2023,12,EPM,Antioquia,"5 y 6, Ind y Com",1066.17
* Pesos corrientes,,,EPM,Antioquia,"5 y 6, Ind y Com",0.004002184722012957
Ene-23,2023,1,ESSA,Santander,1,324.4365
Feb-23,2023,2,ESSA,Santander,1,330.2028
Mar-23,2023,3,ESSA,Santander,1,335.6861
Abr-23,2023,4,ESSA,Santander,1,339.2129
May-23,2023,5,ESSA,Santander,1,341.8644
Jun-23,2023,6,ESSA,Santander,1,343.3575
Jul-23,2023,7,ESSA,Santander,1,344.39
Ago-23,2023,8,ESSA,Santander,1,346.11
Sep-23,2023,9,ESSA,Santander,1,348.53
Oct-23,2023,10,ESSA,Santander,1,374.3
Nov-23,2023,11,ESSA,Santander,1,376.54
Dic-23,2023,12,ESSA,Santander,1,378.31
* Pesos corrientes,,,ESSA,Santander,1,0.004700695809210128
Ene-23,2023,1,ESSA,Santander,2,405.5457
Feb-23,2023,2,ESSA,Santander,2,412.7536
Mar-23,2023,3,ESSA,Santander,2,419.6076
Abr-23,2023,4,ESSA,Santander,2,424.0161
May-23,2023,5,ESSA,Santander,2,427.3305
Jun-23,2023,6,ESSA,Santander,2,429.1968
Jul-23,2023,7,ESSA,Santander,2,430.48
Ago-23,2023,8,ESSA,Santander,2,432.64
Sep-23,2023,9,ESSA,Santander,2,435.66
Oct-23,2023,10,ESSA,Santander,2,467.87
Nov-23,2023,11,ESSA,Santander,2,470.68
Dic-23,2023,12,ESSA,Santander,2,472.89
* Pesos corrientes,,,ESSA,Santander,2,0.004695334409790047
Ene-23,2023,1,ESSA,Santander,3,672.8153
Feb-23,2023,2,ESSA,Santander,3,672.8153
Mar-23,2023,3,ESSA,Santander,3,683.984
Abr-23,2023,4,ESSA,Santander,3,691.1658
May-23,2023,5,ESSA,Santander,3,696.5569
Jun-23,2023,6,ESSA,Santander,3,699.6218
Jul-23,2023,7,ESSA,Santander,3,701.72
Ago-23,2023,8,ESSA,Santander,3,705.23
Sep-23,2023,9,ESSA,Santander,3,710.17
Oct-23,2023,10,ESSA,Santander,3,795.39
Nov-23,2023,11,ESSA,Santander,3,800.16
Dic-23,2023,12,ESSA,Santander,3,803.91
* Pesos corrientes,,,ESSA,Santander,3,0.004686562687462508
Ene-23,2023,1,ESSA,Santander,4,791.5474
Feb-23,2023,2,ESSA,Santander,4,791.5474
Mar-23,2023,3,ESSA,Santander,4,804.6871
Abr-23,2023,4,ESSA,Santander,4,813.1363
May-23,2023,5,ESSA,Santander,4,819.474787
Jun-23,2023,6,ESSA,Santander,4,823.0844
Jul-23,2023,7,ESSA,Santander,4,825.55
Ago-23,2023,8,ESSA,Santander,4,829.68
Sep-23,2023,9,ESSA,Santander,4,835.49
Oct-23,2023,10,ESSA,Santander,4,935.75
Nov-23,2023,11,ESSA,Santander,4,941.36
Dic-23,2023,12,ESSA,Santander,4,945.77
* Pesos corrientes,,,ESSA,Santander,4,0.004684711481261121
Ene-23,2023,1,ESSA,Santander,"5 y 6, Ind y Com",949.8568
Feb-23,2023,2,ESSA,Santander,"5 y 6, Ind y Com",949.85688
Mar-23,2023,3,ESSA,Santander,"5 y 6, Ind y Com",965.6245
Abr-23,2023,4,ESSA,Santander,"5 y 6, Ind y Com",975.7635
May-23,2023,5,ESSA,Santander,"5 y 6, Ind y Com",983.3697444
Jun-23,2023,6,ESSA,Santander,"5 y 6, Ind y Com",987.7013
Jul-23,2023,7,ESSA,Santander,"5 y 6, Ind y Com",990.66
Ago-23,2023,8,ESSA,Santander,"5 y 6, Ind y Com",995.6159999999999
Sep-23,2023,9,ESSA,Santander,"5 y 6, Ind y Com",1002.59
Oct-23,2023,10,ESSA,Santander,"5 y 6, Ind y Com",1122.8999999999999
Nov-23,2023,11,ESSA,Santander,"5 y 6, Ind y Com",1129.632
Dic-23,2023,12,ESSA,Santander,"5 y 6, Ind y Com",1134.93
* Pesos corrientes,,,ESSA,Santander,"5 y 6, Ind y Com",0.004690022945525624
Ene-23,2023,1,RUITOQUE,Santander,4,790.28
Feb-23,2023,2,RUITOQUE,Santander,4,802.62
Mar-23,2023,3,RUITOQUE,Santander,4,819.29
Abr-23,2023,4,RUITOQUE,Santander,4,835.35
May-23,2023,5,RUITOQUE,Santander,4,844.39
Jun-23,2023,6,RUITOQUE,Santander,4,850.6105
Jul-23,2023,7,RUITOQUE,Santander,4,855.7133
Ago-23,2023,8,RUITOQUE,Santander,4,862.57
Sep-23,2023,9,RUITOQUE,Santander,4,871.8258
Oct-23,2023,10,RUITOQUE,Santander,4,889.26
Nov-23,2023,11,RUITOQUE,Santander,4,942.62
Dic-23,2023,12,RUITOQUE,Santander,4,948.27
* Pesos corrientes,,,RUITOQUE,Santander,4,0.00599393180709085
Ene-23,2023,1,RUITOQUE,Santander,"5 y 6, Ind y Com",948.3359999999999
Feb-23,2023,2,RUITOQUE,Santander,"5 y 6, Ind y Com",963.144
Mar-23,2023,3,RUITOQUE,Santander,"5 y 6, Ind y Com",983.14926
Abr-23,2023,4,RUITOQUE,Santander,"5 y 6, Ind y Com",1002.42
May-23,2023,5,RUITOQUE,Santander,"5 y 6, Ind y Com",1013.27
Jun-23,2023,6,RUITOQUE,Santander,"5 y 6, Ind y Com",1020.73258
Jul-23,2023,7,RUITOQUE,Santander,"5 y 6, Ind y Com",1026.8559
Ago-23,2023,8,RUITOQUE,Santander,"5 y 6, Ind y Com",1035.08
Sep-23,2023,9,RUITOQUE,Santander,"5 y 6, Ind y Com",1046.19099
Oct-23,2023,10,RUITOQUE,Santander,"5 y 6, Ind y Com",1067.1119999999999
Nov-23,2023,11,RUITOQUE,Santander,"5 y 6, Ind y Com",1131.144
Dic-23,2023,12,RUITOQUE,Santander,"5 y 6, Ind y Com",1137.924
* Pesos corrientes,,,RUITOQUE,Santander,"5 y 6, Ind y Com",0.00599393180709085
Ene-22,2022,1,CEDENAR,Nariño,1,280.61
Feb-22,2022,2,CEDENAR,Nariño,1,284.26
Mar-22,2022,3,CEDENAR,Nariño,1,287.95
Abr-22,2022,4,CEDENAR,Nariño,1,292.27
May-22,2022,5,CEDENAR,Nariño,1,296.07
Jun-22,2022,6,CEDENAR,Nariño,1,304.96
jul-22,2022,7,CEDENAR,Nariño,1,314.1
Ago-22,2022,8,CEDENAR,Nariño,1,323.53
Sep-22,2022,9,CEDENAR,Nariño,1,326.84
Oct-22,2022,10,CEDENAR,Nariño,1,320.84
Nov-22,2022,11,CEDENAR,Nariño,1,320.84
Dic-22,2022,12,CEDENAR,Nariño,1,323.31
* Pesos corrientes,,,CEDENAR,Nariño,1,0.007698541329011431
Ene-22,2022,1,CEDENAR,Nariño,2,350.76
Feb-22,2022,2,CEDENAR,Nariño,2,355.32
Mar-22,2022,3,CEDENAR,Nariño,2,359.94
Abr-22,2022,4,CEDENAR,Nariño,2,365.34
May-22,2022,5,CEDENAR,Nariño,2,370.09
Jun-22,2022,6,CEDENAR,Nariño,2,381.19
jul-22,2022,7,CEDENAR,Nariño,2,392.63
Ago-22,2022,8,CEDENAR,Nariño,2,404.41
Sep-22,2022,9,CEDENAR,Nariño,2,408.55
Oct-22,2022,10,CEDENAR,Nariño,2,401.05
Nov-22,2022,11,CEDENAR,Nariño,2,401.05
Dic-22,2022,12,CEDENAR,Nariño,2,404.13
* Pesos corrientes,,,CEDENAR,Nariño,2,0.007679840418900347
Ene-22,2022,1,CEDENAR,Nariño,3,596.3
Feb-22,2022,2,CEDENAR,Nariño,3,604.05
Mar-22,2022,3,CEDENAR,Nariño,3,611.9
Abr-22,2022,4,CEDENAR,Nariño,3,621.08
May-22,2022,5,CEDENAR,Nariño,3,629.16
Jun-22,2022,6,CEDENAR,Nariño,3,648.03
jul-22,2022,7,CEDENAR,Nariño,3,667.47
Ago-22,2022,8,CEDENAR,Nariño,3,687.5
Sep-22,2022,9,CEDENAR,Nariño,3,691.62
Oct-22,2022,10,CEDENAR,Nariño,3,678.93
Nov-22,2022,11,CEDENAR,Nariño,3,678.93
Dic-22,2022,12,CEDENAR,Nariño,3,686.19
* Pesos corrientes,,,CEDENAR,Nariño,3,0.010693296805267266
Ene-22,2022,1,CEDENAR,Nariño,4,701.53
Feb-22,2022,2,CEDENAR,Nariño,4,710.65
Mar-22,2022,3,CEDENAR,Nariño,4,719.89
Abr-22,2022,4,CEDENAR,Nariño,4,730.69
May-22,2022,5,CEDENAR,Nariño,4,740.18
Jun-22,2022,6,CEDENAR,Nariño,4,762.39
jul-22,2022,7,CEDENAR,Nariño,4,785.26
Ago-22,2022,8,CEDENAR,Nariño,4,808.82
Sep-22,2022,9,CEDENAR,Nariño,4,813.67
Oct-22,2022,10,CEDENAR,Nariño,4,798.74
Nov-22,2022,11,CEDENAR,Nariño,4,798.74
Dic-22,2022,12,CEDENAR,Nariño,4,807.29
* Pesos corrientes,,,CEDENAR,Nariño,4,0.010704359366001396
Ene-22,2022,1,CEDENAR,Nariño,"5 y 6, Ind y Com",841.83
Feb-22,2022,2,CEDENAR,Nariño,"5 y 6, Ind y Com",852.78
Mar-22,2022,3,CEDENAR,Nariño,"5 y 6, Ind y Com",863.86
Abr-22,2022,4,CEDENAR,Nariño,"5 y 6, Ind y Com",876.82
May-22,2022,5,CEDENAR,Nariño,"5 y 6, Ind y Com",888.22
Jun-22,2022,6,CEDENAR,Nariño,"5 y 6, Ind y Com",914.87
jul-22,2022,7,CEDENAR,Nariño,"5 y 6, Ind y Com",942.31
Ago-22,2022,8,CEDENAR,Nariño,"5 y 6, Ind y Com",970.58
Sep-22,2022,9,CEDENAR,Nariño,"5 y 6, Ind y Com",976.41
Oct-22,2022,10,CEDENAR,Nariño,"5 y 6, Ind y Com",958.49
Nov-22,2022,11,CEDENAR,Nariño,"5 y 6, Ind y Com",958.49
Dic-22,2022,12,CEDENAR,Nariño,"5 y 6, Ind y Com",968.75
* Pesos corrientes,,,CEDENAR,Nariño,"5 y 6, Ind y Com",0.010704337030120284
Ene-22,2022,1,CELSIA COLOMBIA Valle,Valle del Cauca,1,279.8
Feb-22,2022,2,CELSIA COLOMBIA Valle,Valle del Cauca,1,281.48
Mar-22,2022,3,CELSIA COLOMBIA Valle,Valle del Cauca,1,290.2
Abr-22,2022,4,CELSIA COLOMBIA Valle,Valle del Cauca,1,293.69
May-22,2022,5,CELSIA COLOMBIA Valle,Valle del Cauca,1,297.21
Jun-22,2022,6,CELSIA COLOMBIA Valle,Valle del Cauca,1,299.59
Jul-22,2022,7,CELSIA COLOMBIA Valle,Valle del Cauca,1,305.58
ago-22,2022,8,CELSIA COLOMBIA Valle,Valle del Cauca,1,316.28
Sep-22**,2022,9,CELSIA COLOMBIA Valle,Valle del Cauca,1,319.51
Oct-22**,2022,10,CELSIA COLOMBIA Valle,Valle del Cauca,1,311.88
Nov-22,2022,11,CELSIA COLOMBIA Valle,Valle del Cauca,1,311.36
Dic-22,2022,12,CELSIA COLOMBIA Valle,Valle del Cauca,1,314.69
* Pesos corrientes,,,CELSIA COLOMBIA Valle,Valle del Cauca,1,0.010695015416238386
Ene-22,2022,1,CELSIA COLOMBIA Valle,Valle del Cauca,2,349.75
Feb-22,2022,2,CELSIA COLOMBIA Valle,Valle del Cauca,2,351.85
Mar-22,2022,3,CELSIA COLOMBIA Valle,Valle del Cauca,2,362.76
Abr-22,2022,4,CELSIA COLOMBIA Valle,Valle del Cauca,2,367.11
May-22,2022,5,CELSIA COLOMBIA Valle,Valle del Cauca,2,371.52
Jun-22,2022,6,CELSIA COLOMBIA Valle,Valle del Cauca,2,374.49
Jul-22,2022,7,CELSIA COLOMBIA Valle,Valle del Cauca,2,381.97
ago-22,2022,8,CELSIA COLOMBIA Valle,Valle del Cauca,2,395.34
Sep-22**,2022,9,CELSIA COLOMBIA Valle,Valle del Cauca,2,399.38
Oct-22**,2022,10,CELSIA COLOMBIA Valle,Valle del Cauca,2,389.84
Nov-22,2022,11,CELSIA COLOMBIA Valle,Valle del Cauca,2,389.2
Dic-22,2022,12,CELSIA COLOMBIA Valle,Valle del Cauca,2,393.36
* Pesos corrientes,,,CELSIA COLOMBIA Valle,Valle del Cauca,2,0.010688591983556078
Ene-22,2022,1,CELSIA COLOMBIA Valle,Valle del Cauca,3,594.58
Feb-22,2022,2,CELSIA COLOMBIA Valle,Valle del Cauca,3,589.14
Mar-22,2022,3,CELSIA COLOMBIA Valle,Valle del Cauca,3,616.68
Abr-22,2022,4,CELSIA COLOMBIA Valle,Valle del Cauca,3,624.09
May-22,2022,5,CELSIA COLOMBIA Valle,Valle del Cauca,3,631.58
Jun-22,2022,6,CELSIA COLOMBIA Valle,Valle del Cauca,3,636.62
Jul-22,2022,7,CELSIA COLOMBIA Valle,Valle del Cauca,3,649.36
ago-22,2022,8,CELSIA COLOMBIA Valle,Valle del Cauca,3,672.09
Sep-22**,2022,9,CELSIA COLOMBIA Valle,Valle del Cauca,3,678.95
Oct-22**,2022,10,CELSIA COLOMBIA Valle,Valle del Cauca,3,662.74
Nov-22,2022,11,CELSIA COLOMBIA Valle,Valle del Cauca,3,661.64
Dic-22,2022,12,CELSIA COLOMBIA Valle,Valle del Cauca,3,668.71
* Pesos corrientes,,,CELSIA COLOMBIA Valle,Valle del Cauca,3,0.010685569191705536
Ene-22,2022,1,CELSIA COLOMBIA Valle,Valle del Cauca,4,699.5
Feb-22,2022,2,CELSIA COLOMBIA Valle,Valle del Cauca,4,703.7
Mar-22,2022,3,CELSIA COLOMBIA Valle,Valle del Cauca,4,725.51
Abr-22,2022,4,CELSIA COLOMBIA Valle,Valle del Cauca,4,734.22
May-22,2022,5,CELSIA COLOMBIA Valle,Valle del Cauca,4,743.03
Jun-22,2022,6,CELSIA COLOMBIA Valle,Valle del Cauca,4,748.97
Jul-22,2022,7,CELSIA COLOMBIA Valle,Valle del Cauca,4,763.95
ago-22,2022,8,CELSIA COLOMBIA Valle,Valle del Cauca,4,790.69
Sep-22**,2022,9,CELSIA COLOMBIA Valle,Valle del Cauca,4,798.76
Oct-22**,2022,10,CELSIA COLOMBIA Valle,Valle del Cauca,4,779.69
Nov-22,2022,11,CELSIA COLOMBIA Valle,Valle del Cauca,4,778.4
Dic-22,2022,12,CELSIA COLOMBIA Valle,Valle del Cauca,4,786.72
* Pesos corrientes,,,CELSIA COLOMBIA Valle,Valle del Cauca,4,0.010688591983556078
Ene-22,2022,1,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",839.4
Feb-22,2022,2,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",844.44
Mar-22,2022,3,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",870.61
Abr-22,2022,4,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",881.06
May-22,2022,5,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",891.64
Jun-22,2022,6,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",898.76
Jul-22,2022,7,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",916.74
ago-22,2022,8,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",948.83
Sep-22**,2022,9,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",958.51
Oct-22**,2022,10,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",935.63
Nov-22,2022,11,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",934.08
Dic-22,2022,12,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",944.064
* Pesos corrientes,,,CELSIA COLOMBIA Valle,Valle del Cauca,"5 y 6, Ind y Com",0.01068859198355593
Ene-22,2022,1,CELSIA COLOMBIA Tolima,Tolima,1,284.61
Feb-22,2022,2,CELSIA COLOMBIA Tolima,Tolima,1,286.32
Mar-22,2022,3,CELSIA COLOMBIA Tolima,Tolima,1,293.76
Abr-22,2022,4,CELSIA COLOMBIA Tolima,Tolima,1,306.98
May-22,2022,5,CELSIA COLOMBIA Tolima,Tolima,1,310.67
Jun-22,2022,6,CELSIA COLOMBIA Tolima,Tolima,1,312.53
Jul-22,2022,7,CELSIA COLOMBIA Tolima,Tolima,1,318.78
Ago-22,2022,8,CELSIA COLOMBIA Tolima,Tolima,1,329.94
Sep-22**,2022,9,CELSIA COLOMBIA Tolima,Tolima,1,333.31
Oct-22**,2022,10,CELSIA COLOMBIA Tolima,Tolima,1,308.09
Nov-22,2022,11,CELSIA COLOMBIA Tolima,Tolima,1,303.93
Dic-22,2022,12,CELSIA COLOMBIA Tolima,Tolima,1,307.18
* Pesos corrientes,,,CELSIA COLOMBIA Tolima,Tolima,1,0.010693251735597013
Ene-22,2022,1,CELSIA COLOMBIA Tolima,Tolima,2,355.77
Feb-22,2022,2,CELSIA COLOMBIA Tolima,Tolima,2,357.91
Mar-22,2022,3,CELSIA COLOMBIA Tolima,Tolima,2,367.21
Abr-22,2022,4,CELSIA COLOMBIA Tolima,Tolima,2,383.73
May-22,2022,5,CELSIA COLOMBIA Tolima,Tolima,2,388.34
Jun-22,2022,6,CELSIA COLOMBIA Tolima,Tolima,2,390.67
Jul-22,2022,7,CELSIA COLOMBIA Tolima,Tolima,2,398.48
Ago-22,2022,8,CELSIA COLOMBIA Tolima,Tolima,2,412.42
Sep-22**,2022,9,CELSIA COLOMBIA Tolima,Tolima,2,416.64
Oct-22**,2022,10,CELSIA COLOMBIA Tolima,Tolima,2,385.12
Nov-22,2022,11,CELSIA COLOMBIA Tolima,Tolima,2,379.92
Dic-22,2022,12,CELSIA COLOMBIA Tolima,Tolima,2,383.97
* Pesos corrientes,,,CELSIA COLOMBIA Tolima,Tolima,2,0.010660138976626687
Ene-22,2022,1,CELSIA COLOMBIA Tolima,Tolima,3,604.8
Feb-22,2022,2,CELSIA COLOMBIA Tolima,Tolima,3,608.43
Mar-22,2022,3,CELSIA COLOMBIA Tolima,Tolima,3,624.25
Abr-22,2022,4,CELSIA COLOMBIA Tolima,Tolima,3,652.34
May-22,2022,5,CELSIA COLOMBIA Tolima,Tolima,3,660.17
Jun-22,2022,6,CELSIA COLOMBIA Tolima,Tolima,3,664.13
Jul-22,2022,7,CELSIA COLOMBIA Tolima,Tolima,3,677.42
Ago-22,2022,8,CELSIA COLOMBIA Tolima,Tolima,3,701.12
Sep-22**,2022,9,CELSIA COLOMBIA Tolima,Tolima,3,708.27
Oct-22**,2022,10,CELSIA COLOMBIA Tolima,Tolima,3,654.69
Nov-22,2022,11,CELSIA COLOMBIA Tolima,Tolima,3,645.85
Dic-22,2022,12,CELSIA COLOMBIA Tolima,Tolima,3,652.75
* Pesos corrientes,,,CELSIA COLOMBIA Tolima,Tolima,3,0.010683595262057718
Ene-22,2022,1,CELSIA COLOMBIA Tolima,Tolima,4,711.53
Feb-22,2022,2,CELSIA COLOMBIA Tolima,Tolima,4,715.8
Mar-22,2022,3,CELSIA COLOMBIA Tolima,Tolima,4,734.41
Abr-22,2022,4,CELSIA COLOMBIA Tolima,Tolima,4,767.46
May-22,2022,5,CELSIA COLOMBIA Tolima,Tolima,4,776.67
Jun-22,2022,6,CELSIA COLOMBIA Tolima,Tolima,4,781.33
Jul-22,2022,7,CELSIA COLOMBIA Tolima,Tolima,4,796.96
Ago-22,2022,8,CELSIA COLOMBIA Tolima,Tolima,4,842.85
Sep-22**,2022,9,CELSIA COLOMBIA Tolima,Tolima,4,833.26
Oct-22**,2022,10,CELSIA COLOMBIA Tolima,Tolima,4,770.22
Nov-22,2022,11,CELSIA COLOMBIA Tolima,Tolima,4,759.82
Dic-22,2022,12,CELSIA COLOMBIA Tolima,Tolima,4,767.94
* Pesos corrientes,,,CELSIA COLOMBIA Tolima,Tolima,4,0.01068674159669396
Ene-22,2022,1,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",853.84
Feb-22,2022,2,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",858.96
Mar-22,2022,3,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",881.29
Abr-22,2022,4,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",920.95
May-22,2022,5,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",932.0
Jun-22,2022,6,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",937.6
Jul-22,2022,7,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",956.35
Ago-22,2022,8,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",989.82
Sep-22**,2022,9,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",999.91
Oct-22**,2022,10,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",924.264
Nov-22,2022,11,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",911.78
Dic-22,2022,12,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",921.528
* Pesos corrientes,,,CELSIA COLOMBIA Tolima,Tolima,"5 y 6, Ind y Com",0.010691175502862586
Ene-22,2022,1,CENS,Norte de Santander,1,256.85
Feb-22,2022,2,CENS,Norte de Santander,1,258.39
Mar-22,2022,3,CENS,Norte de Santander,1,259.94
Abr-22,2022,4,CENS,Norte de Santander,1,263.06
May-22,2022,5,CENS,Norte de Santander,1,276.22
Jun-22,2022,6,CENS,Norte de Santander,1,286.16
Jul-22,2022,7,CENS,Norte de Santander,1,294.75
Ago-22,2022,8,CENS,Norte de Santander,1,312.43
Sep-22,2022,9,CENS,Norte de Santander,1,315.62
Oct-22,2022,10,CENS,Norte de Santander,1,312.02
Nov-22,2022,11,CENS,Norte de Santander,1,308.84
* Pesos corrientes,,,CENS,Norte de Santander,1,-1.0
Ene-22,2022,1,CENS,Norte de Santander,2,321.07
Feb-22,2022,2,CENS,Norte de Santander,2,322.99
Mar-22,2022,3,CENS,Norte de Santander,2,324.93
Abr-22,2022,4,CENS,Norte de Santander,2,328.83
May-22,2022,5,CENS,Norte de Santander,2,345.27
Jun-22,2022,6,CENS,Norte de Santander,2,357.7
Jul-22,2022,7,CENS,Norte de Santander,2,368.43
Ago-22,2022,8,CENS,Norte de Santander,2,390.54
Sep-22,2022,9,CENS,Norte de Santander,2,394.52
Oct-22,2022,10,CENS,Norte de Santander,2,390.02
Nov-22,2022,11,CENS,Norte de Santander,2,386.05
* Pesos corrientes,,,CENS,Norte de Santander,2,-1.0
Ene-22,2022,1,CENS,Norte de Santander,3,545.81
Feb-22,2022,2,CENS,Norte de Santander,3,549.09
Mar-22,2022,3,CENS,Norte de Santander,3,552.38
Abr-22,2022,4,CENS,Norte de Santander,3,559.01
May-22,2022,5,CENS,Norte de Santander,3,586.96
Jun-22,2022,6,CENS,Norte de Santander,3,608.09
Jul-22,2022,7,CENS,Norte de Santander,3,626.34
Ago-22,2022,8,CENS,Norte de Santander,3,663.92
Sep-22,2022,9,CENS,Norte de Santander,3,667.9
Oct-22,2022,10,CENS,Norte de Santander,3,660.29
Nov-22,2022,11,CENS,Norte de Santander,3,653.56
* Pesos corrientes,,,CENS,Norte de Santander,3,-1.0
Ene-22,2022,1,CENS,Norte de Santander,4,642.13
Feb-22,2022,2,CENS,Norte de Santander,4,645.99
Mar-22,2022,3,CENS,Norte de Santander,4,649.86
Abr-22,2022,4,CENS,Norte de Santander,4,657.66
May-22,2022,5,CENS,Norte de Santander,4,690.54
Jun-22,2022,6,CENS,Norte de Santander,4,715.4
Jul-22,2022,7,CENS,Norte de Santander,4,736.87
Ago-22,2022,8,CENS,Norte de Santander,4,781.08
Sep-22,2022,9,CENS,Norte de Santander,4,785.76
Oct-22,2022,10,CENS,Norte de Santander,4,776.81
Nov-22,2022,11,CENS,Norte de Santander,4,768.9
* Pesos corrientes,,,CENS,Norte de Santander,4,-1.0
Ene-22,2022,1,CENS,Norte de Santander,"5 y 6, Ind y Com",770.56
Feb-22,2022,2,CENS,Norte de Santander,"5 y 6, Ind y Com",775.18
Mar-22,2022,3,CENS,Norte de Santander,"5 y 6, Ind y Com",779.83
Abr-22,2022,4,CENS,Norte de Santander,"5 y 6, Ind y Com",789.19
May-22,2022,5,CENS,Norte de Santander,"5 y 6, Ind y Com",828.65
Jun-22,2022,6,CENS,Norte de Santander,"5 y 6, Ind y Com",858.48
Jul-22,2022,7,CENS,Norte de Santander,"5 y 6, Ind y Com",884.24
Ago-22,2022,8,CENS,Norte de Santander,"5 y 6, Ind y Com",937.29
Sep-22,2022,9,CENS,Norte de Santander,"5 y 6, Ind y Com",942.92
Oct-22,2022,10,CENS,Norte de Santander,"5 y 6, Ind y Com",932.17
Nov-22,2022,11,CENS,Norte de Santander,"5 y 6, Ind y Com",922.68
* Pesos corrientes,,,CENS,Norte de Santander,"5 y 6, Ind y Com",-1.0
Ene-22,2022,1,CEO,Cauca,1,306.1205
Feb-22,2022,2,CEO,Cauca,1,320.4789
Mar-22,2022,3,CEO,Cauca,1,335.7185
Abr-22,2022,4,CEO,Cauca,1,332.9712
May-22,2022,5,CEO,Cauca,1,333.4338
Jun-22,2022,6,CEO,Cauca,1,338.9917
Jul-22,2022,7,CEO,Cauca,1,345.2746
Ago-22,2022,8,CEO,Cauca,1,358.9754
Sep-22,2022,9,CEO,Cauca,1,362.64
Oct-22,2022,10,CEO,Cauca,1,358.8831
Nov-22,2022,11,CEO,Cauca,1,361.4584
Dic-22,2022,12,CEO,Cauca,1,364.2386
* Pesos corrientes,,,CEO,Cauca,1,0.007691618177914903
Ene-22,2022,1,CEO,Cauca,2,382.6507
Feb-22,2022,2,CEO,Cauca,2,400.5986
Mar-22,2022,3,CEO,Cauca,2,419.6481
Abr-22,2022,4,CEO,Cauca,2,416.2139
May-22,2022,5,CEO,Cauca,2,416.7923
Jun-22,2022,6,CEO,Cauca,2,423.7396
Jul-22,2022,7,CEO,Cauca,2,431.5932
Ago-22,2022,8,CEO,Cauca,2,448.7193
